,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Hour
20,C536548,22767,TRIPLE PHOTO FRAME CORNICE ,-2,2010-01-12 14:33:00,9.95,12472,Germany,14
21,C536548,22333,RETROSPOT PARTY BAG + STICKER SET,-1,2010-01-12 14:33:00,1.65,12472,Germany,14
22,C536548,22245,"HOOK, 1 HANGER ,MAGIC GARDEN",-2,2010-01-12 14:33:00,0.85,12472,Germany,14
23,C536548,22077,6 RIBBONS RUSTIC CHARM,-6,2010-01-12 14:33:00,1.65,12472,Germany,14
24,C536548,22631,CIRCUS PARADE LUNCH BOX ,-1,2010-01-12 14:33:00,1.95,12472,Germany,14
25,C536548,22168,ORGANISER WOOD ANTIQUE WHITE ,-2,2010-01-12 14:33:00,8.5,12472,Germany,14
26,C536548,21218,RED SPOTTY BISCUIT TIN,-3,2010-01-12 14:33:00,3.75,12472,Germany,14
27,C536548,20957,PORCELAIN HANGING BELL SMALL,-1,2010-01-12 14:33:00,1.45,12472,Germany,14
28,C536548,22580,ADVENT CALENDAR GINGHAM SACK,-4,2010-01-12 14:33:00,5.95,12472,Germany,14
29,C536622,22752,SET 7 BABUSHKA NESTING BOXES,-2,2010-02-12 10:37:00,8.5,12471,Germany,10
30,536840,22961,JAM MAKING SET PRINTED,12,2010-02-12 18:27:00,1.45,12738,Germany,18
31,536840,22962,JAM JAR WITH PINK LID,12,2010-02-12 18:27:00,0.85,12738,Germany,18
32,536840,22963,JAM JAR WITH GREEN LID,12,2010-02-12 18:27:00,0.85,12738,Germany,18
33,536840,22776,SWEETHEART CAKESTAND 3 TIER,1,2010-02-12 18:27:00,9.95,12738,Germany,18
34,536840,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,2010-02-12 18:27:00,0.55,12738,Germany,18
35,536840,22077,6 RIBBONS RUSTIC CHARM,12,2010-02-12 18:27:00,1.65,12738,Germany,18
36,536840,22215,CAKE STAND WHITE TWO TIER LACE,2,2010-02-12 18:27:00,8.5,12738,Germany,18
37,536840,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2010-02-12 18:27:00,0.55,12738,Germany,18
38,536840,84991,60 TEATIME FAIRY CAKE CASES,24,2010-02-12 18:27:00,0.55,12738,Germany,18
39,536840,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2010-02-12 18:27:00,0.55,12738,Germany,18
40,536840,POST,POSTAGE,1,2010-02-12 18:27:00,18.0,12738,Germany,18
41,536861,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2010-03-12 10:44:00,2.1,12427,Germany,10
42,536861,22077,6 RIBBONS RUSTIC CHARM,12,2010-03-12 10:44:00,1.65,12427,Germany,10
43,536861,21249,WOODLAND  HEIGHT CHART STICKERS ,6,2010-03-12 10:44:00,2.95,12427,Germany,10
44,536861,22636,CHILDS BREAKFAST SET CIRCUS PARADE,8,2010-03-12 10:44:00,7.65,12427,Germany,10
45,536861,22634,CHILDS BREAKFAST SET SPACEBOY ,8,2010-03-12 10:44:00,8.5,12427,Germany,10
46,536861,22301,COFFEE MUG CAT + BIRD DESIGN,6,2010-03-12 10:44:00,2.55,12427,Germany,10
47,536861,22300,COFFEE MUG DOG + BALL DESIGN,6,2010-03-12 10:44:00,2.55,12427,Germany,10
48,536861,21328,BALLOONS  WRITING SET ,12,2010-03-12 10:44:00,1.65,12427,Germany,10
49,536861,21329,DINOSAURS  WRITING SET ,12,2010-03-12 10:44:00,1.65,12427,Germany,10
50,536861,POST,POSTAGE,3,2010-03-12 10:44:00,18.0,12427,Germany,10
51,536967,POST,POSTAGE,1,2010-03-12 12:57:00,18.0,12600,Germany,12
52,536967,85099B,JUMBO BAG RED RETROSPOT,30,2010-03-12 12:57:00,1.95,12600,Germany,12
53,536983,22331,WOODLAND PARTY BAG + STICKER SET,8,2010-03-12 14:30:00,1.65,12712,Germany,14
54,536983,22865,HAND WARMER OWL DESIGN,12,2010-03-12 14:30:00,2.1,12712,Germany,14
55,536983,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,4,2010-03-12 14:30:00,8.5,12712,Germany,14
56,536983,22926,IVORY GIANT GARDEN THERMOMETER,4,2010-03-12 14:30:00,5.95,12712,Germany,14
57,536983,22914,BLUE COAT RACK PARIS FASHION,3,2010-03-12 14:30:00,4.95,12712,Germany,14
58,536983,84849D,HOT BATHS SOAP HOLDER,12,2010-03-12 14:30:00,1.69,12712,Germany,14
59,536983,22445,PENCIL CASE LIFE IS BEAUTIFUL,6,2010-03-12 14:30:00,2.95,12712,Germany,14
60,536983,16016,LARGE CHINESE STYLE SCISSOR,10,2010-03-12 14:30:00,0.85,12712,Germany,14
61,536983,POST,POSTAGE,1,2010-03-12 14:30:00,18.0,12712,Germany,14
62,537197,22843,BISCUIT TIN VINTAGE GREEN,2,2010-05-12 14:02:00,6.75,12647,Germany,14
63,537197,22842,BISCUIT TIN VINTAGE RED,2,2010-05-12 14:02:00,6.75,12647,Germany,14
64,537197,22961,JAM MAKING SET PRINTED,12,2010-05-12 14:02:00,1.45,12647,Germany,14
65,537197,22962,JAM JAR WITH PINK LID,12,2010-05-12 14:02:00,0.85,12647,Germany,14
66,537197,22963,JAM JAR WITH GREEN LID,12,2010-05-12 14:02:00,0.85,12647,Germany,14
67,537197,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,6,2010-05-12 14:02:00,3.75,12647,Germany,14
68,537197,22199,FRYING PAN RED RETROSPOT,4,2010-05-12 14:02:00,4.25,12647,Germany,14
69,537197,22200,FRYING PAN PINK POLKADOT,4,2010-05-12 14:02:00,4.25,12647,Germany,14
70,537197,22505,MEMO BOARD COTTAGE DESIGN,4,2010-05-12 14:02:00,4.95,12647,Germany,14
71,537197,22507,MEMO BOARD RETROSPOT  DESIGN,4,2010-05-12 14:02:00,4.95,12647,Germany,14
72,537197,84050,PINK HEART SHAPE EGG FRYING PAN,6,2010-05-12 14:02:00,1.65,12647,Germany,14
73,537197,85055,FRENCH ENAMEL UTENSIL HOLDER,4,2010-05-12 14:02:00,3.75,12647,Germany,14
74,537197,84968A,SET OF 16 VINTAGE ROSE CUTLERY,1,2010-05-12 14:02:00,12.75,12647,Germany,14
75,537197,POST,POSTAGE,3,2010-05-12 14:02:00,18.0,12647,Germany,14
76,537197,22624,IVORY KITCHEN SCALES,2,2010-05-12 14:02:00,8.5,12647,Germany,14
77,537197,22841,ROUND CAKE TIN VINTAGE GREEN,1,2010-05-12 14:02:00,0.0,12647,Germany,14
78,537197,22847,BREAD BIN DINER STYLE IVORY,1,2010-05-12 14:02:00,16.95,12647,Germany,14
79,537198,20685,DOORMAT RED RETROSPOT,10,2010-05-12 14:03:00,6.75,12647,Germany,14
80,537198,POST,POSTAGE,1,2010-05-12 14:03:00,18.0,12647,Germany,14
81,537201,22781,GUMBALL MAGAZINE RACK,2,2010-05-12 14:19:00,7.65,12472,Germany,14
82,537201,22865,HAND WARMER OWL DESIGN,24,2010-05-12 14:19:00,2.1,12472,Germany,14
83,537201,22960,JAM MAKING SET WITH JARS,12,2010-05-12 14:19:00,3.75,12472,Germany,14
84,537201,22961,JAM MAKING SET PRINTED,12,2010-05-12 14:19:00,1.45,12472,Germany,14
85,537201,22962,JAM JAR WITH PINK LID,24,2010-05-12 14:19:00,0.85,12472,Germany,14
86,537201,22963,JAM JAR WITH GREEN LID,24,2010-05-12 14:19:00,0.85,12472,Germany,14
87,537201,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,18,2010-05-12 14:19:00,2.1,12472,Germany,14
88,537201,22972,CHILDREN'S SPACEBOY MUG,12,2010-05-12 14:19:00,1.65,12472,Germany,14
89,537201,22973,CHILDREN'S CIRCUS PARADE MUG,12,2010-05-12 14:19:00,1.65,12472,Germany,14
90,537201,22975,SPACEBOY CHILDRENS EGG CUP,12,2010-05-12 14:19:00,1.25,12472,Germany,14
91,537201,22976,CIRCUS PARADE CHILDRENS EGG CUP ,12,2010-05-12 14:19:00,1.25,12472,Germany,14
92,537201,22834,HAND WARMER BABUSHKA DESIGN,12,2010-05-12 14:19:00,2.1,12472,Germany,14
93,537201,22568,FELTCRAFT CUSHION OWL,4,2010-05-12 14:19:00,3.75,12472,Germany,14
94,537201,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2010-05-12 14:19:00,2.1,12472,Germany,14
95,537201,22940,FELTCRAFT CHRISTMAS FAIRY,8,2010-05-12 14:19:00,4.25,12472,Germany,14
96,537201,22898,CHILDRENS APRON APPLES DESIGN,8,2010-05-12 14:19:00,1.95,12472,Germany,14
97,537201,22837,HOT WATER BOTTLE BABUSHKA ,4,2010-05-12 14:19:00,4.65,12472,Germany,14
98,537201,22968,ROSE COTTAGE KEEPSAKE BOX ,2,2010-05-12 14:19:00,9.95,12472,Germany,14
99,537201,22816,CARD MOTORBIKE SANTA,12,2010-05-12 14:19:00,0.42,12472,Germany,14
100,537201,22818,CARD CHRISTMAS VILLAGE,24,2010-05-12 14:19:00,0.42,12472,Germany,14
101,537201,21915,RED  HARMONICA IN BOX ,24,2010-05-12 14:19:00,1.25,12472,Germany,14
102,537201,21914,BLUE HARMONICA IN BOX ,24,2010-05-12 14:19:00,1.25,12472,Germany,14
103,537201,22333,RETROSPOT PARTY BAG + STICKER SET,8,2010-05-12 14:19:00,1.65,12472,Germany,14
104,537201,20668,DISCO BALL CHRISTMAS DECORATION,24,2010-05-12 14:19:00,0.12,12472,Germany,14
105,537201,21817,GLITTER CHRISTMAS TREE,12,2010-05-12 14:19:00,0.85,12472,Germany,14
106,537201,22337,ANGEL DECORATION PAINTED ZINC ,24,2010-05-12 14:19:00,0.65,12472,Germany,14
107,537201,22571,ROCKING HORSE RED CHRISTMAS ,24,2010-05-12 14:19:00,0.85,12472,Germany,14
108,537201,22572,ROCKING HORSE GREEN CHRISTMAS ,24,2010-05-12 14:19:00,0.85,12472,Germany,14
109,537201,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,24,2010-05-12 14:19:00,0.85,12472,Germany,14
110,537201,22601,CHRISTMAS RETROSPOT ANGEL WOOD,24,2010-05-12 14:19:00,0.85,12472,Germany,14
111,537201,84341B,SMALL PINK MAGIC CHRISTMAS TREE,12,2010-05-12 14:19:00,0.85,12472,Germany,14
112,537201,22629,SPACEBOY LUNCH BOX ,36,2010-05-12 14:19:00,1.95,12472,Germany,14
113,537201,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,24,2010-05-12 14:19:00,2.95,12472,Germany,14
114,537201,20719,WOODLAND CHARLOTTE BAG,30,2010-05-12 14:19:00,0.85,12472,Germany,14
115,537201,22556,PLASTERS IN TIN CIRCUS PARADE ,12,2010-05-12 14:19:00,1.65,12472,Germany,14
116,537201,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,12,2010-05-12 14:19:00,2.95,12472,Germany,14
117,537201,20750,RED RETROSPOT MINI CASES,4,2010-05-12 14:19:00,7.95,12472,Germany,14
118,537201,22321,BIRD DECORATION RED RETROSPOT,12,2010-05-12 14:19:00,0.85,12472,Germany,14
119,537201,22354,RETROSPOT PADDED SEAT CUSHION,10,2010-05-12 14:19:00,3.75,12472,Germany,14
120,537201,22077,6 RIBBONS RUSTIC CHARM,24,2010-05-12 14:19:00,1.65,12472,Germany,14
121,537201,85049E,SCANDINAVIAN REDS RIBBONS,12,2010-05-12 14:19:00,1.25,12472,Germany,14
122,537201,85049D,BRIGHT BLUES RIBBONS ,12,2010-05-12 14:19:00,1.25,12472,Germany,14
123,537201,85049F,BABY BOOM RIBBONS ,12,2010-05-12 14:19:00,1.25,12472,Germany,14
124,537201,85049G,CHOCOLATE BOX RIBBONS ,12,2010-05-12 14:19:00,1.25,12472,Germany,14
125,537201,22141,CHRISTMAS CRAFT TREE TOP ANGEL,12,2010-05-12 14:19:00,2.1,12472,Germany,14
126,537201,22144,CHRISTMAS CRAFT LITTLE FRIENDS,12,2010-05-12 14:19:00,2.1,12472,Germany,14
127,537201,22602,CHRISTMAS RETROSPOT HEART WOOD,12,2010-05-12 14:19:00,0.85,12472,Germany,14
128,537201,22600,CHRISTMAS RETROSPOT STAR WOOD,12,2010-05-12 14:19:00,0.85,12472,Germany,14
129,537201,22595,CHRISTMAS GINGHAM HEART,12,2010-05-12 14:19:00,0.85,12472,Germany,14
130,537201,22594,CHRISTMAS GINGHAM TREE,12,2010-05-12 14:19:00,0.85,12472,Germany,14
131,537201,22593,CHRISTMAS GINGHAM STAR,12,2010-05-12 14:19:00,0.85,12472,Germany,14
132,537201,22573,STAR WOODEN CHRISTMAS DECORATION,12,2010-05-12 14:19:00,0.85,12472,Germany,14
133,537201,22574,HEART WOODEN CHRISTMAS DECORATION,12,2010-05-12 14:19:00,0.85,12472,Germany,14
134,537201,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,12,2010-05-12 14:19:00,0.85,12472,Germany,14
135,537201,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,12,2010-05-12 14:19:00,0.85,12472,Germany,14
136,537201,20724,RED RETROSPOT CHARLOTTE BAG,20,2010-05-12 14:19:00,0.85,12472,Germany,14
137,537201,22423,REGENCY CAKESTAND 3 TIER,4,2010-05-12 14:19:00,12.75,12472,Germany,14
138,537201,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,12,2010-05-12 14:19:00,2.95,12472,Germany,14
139,537201,22631,CIRCUS PARADE LUNCH BOX ,12,2010-05-12 14:19:00,1.95,12472,Germany,14
140,537201,22080,RIBBON REEL POLKADOTS ,10,2010-05-12 14:19:00,1.65,12472,Germany,14
141,537201,22079,RIBBON REEL HEARTS DESIGN ,10,2010-05-12 14:19:00,1.65,12472,Germany,14
142,537201,22078,RIBBON REEL LACE DESIGN ,10,2010-05-12 14:19:00,2.1,12472,Germany,14
143,537201,22867,HAND WARMER BIRD DESIGN,12,2010-05-12 14:19:00,2.1,12472,Germany,14
144,537201,22467,GUMBALL COAT RACK,12,2010-05-12 14:19:00,2.55,12472,Germany,14
145,537201,22242,5 HOOK HANGER MAGIC TOADSTOOL,12,2010-05-12 14:19:00,1.65,12472,Germany,14
146,537201,22244,3 HOOK HANGER MAGIC GARDEN,12,2010-05-12 14:19:00,1.95,12472,Germany,14
147,537201,22245,"HOOK, 1 HANGER ,MAGIC GARDEN",12,2010-05-12 14:19:00,0.85,12472,Germany,14
148,537201,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,2010-05-12 14:19:00,2.95,12472,Germany,14
149,537201,POST,POSTAGE,6,2010-05-12 14:19:00,18.0,12472,Germany,14
150,537201,22636,CHILDS BREAKFAST SET CIRCUS PARADE,4,2010-05-12 14:19:00,8.5,12472,Germany,14
151,537212,20712,JUMBO BAG WOODLAND ANIMALS,10,2010-05-12 15:21:00,1.95,12720,Germany,15
152,537212,20719,WOODLAND CHARLOTTE BAG,10,2010-05-12 15:21:00,0.85,12720,Germany,15
153,537212,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,2010-05-12 15:21:00,1.65,12720,Germany,15
154,537212,21981,PACK OF 12 WOODLAND TISSUES ,24,2010-05-12 15:21:00,0.29,12720,Germany,15
155,537212,22960,JAM MAKING SET WITH JARS,6,2010-05-12 15:21:00,4.25,12720,Germany,15
156,537212,22961,JAM MAKING SET PRINTED,12,2010-05-12 15:21:00,1.45,12720,Germany,15
157,537212,22962,JAM JAR WITH PINK LID,12,2010-05-12 15:21:00,0.85,12720,Germany,15
158,537212,22963,JAM JAR WITH GREEN LID,12,2010-05-12 15:21:00,0.85,12720,Germany,15
159,537212,21984,PACK OF 12 PINK PAISLEY TISSUES ,24,2010-05-12 15:21:00,0.29,12720,Germany,15
160,537212,21883,STARS GIFT TAPE ,12,2010-05-12 15:21:00,0.65,12720,Germany,15
161,537212,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12,2010-05-12 15:21:00,1.65,12720,Germany,15
162,537212,22197,SMALL POPCORN HOLDER,24,2010-05-12 15:21:00,0.85,12720,Germany,15
163,537212,22346,PARTY PIZZA DISH GREEN POLKADOT,12,2010-05-12 15:21:00,0.85,12720,Germany,15
164,537212,22344,PARTY PIZZA DISH PINK POLKADOT,12,2010-05-12 15:21:00,0.85,12720,Germany,15
165,537212,22345,PARTY PIZZA DISH BLUE POLKADOT,12,2010-05-12 15:21:00,0.85,12720,Germany,15
166,537212,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2010-05-12 15:21:00,2.1,12720,Germany,15
167,537212,22625,RED KITCHEN SCALES,2,2010-05-12 15:21:00,8.5,12720,Germany,15
168,537212,22624,IVORY KITCHEN SCALES,2,2010-05-12 15:21:00,8.5,12720,Germany,15
169,537212,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2010-05-12 15:21:00,4.95,12720,Germany,15
170,537212,21481,FAWN BLUE HOT WATER BOTTLE,6,2010-05-12 15:21:00,2.95,12720,Germany,15
171,537212,84920,PINK FLOWER FABRIC PONY,4,2010-05-12 15:21:00,3.75,12720,Germany,15
172,537212,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,4,2010-05-12 15:21:00,3.75,12720,Germany,15
173,537212,20677,PINK POLKADOT BOWL,8,2010-05-12 15:21:00,1.25,12720,Germany,15
174,537212,21243,PINK  POLKADOT PLATE ,8,2010-05-12 15:21:00,1.69,12720,Germany,15
175,537212,20718,RED RETROSPOT SHOPPER BAG,10,2010-05-12 15:21:00,1.25,12720,Germany,15
176,537212,22386,JUMBO BAG PINK POLKADOT,10,2010-05-12 15:21:00,1.95,12720,Germany,15
177,537212,85099B,JUMBO BAG RED RETROSPOT,10,2010-05-12 15:21:00,1.95,12720,Germany,15
178,537212,21238,RED RETROSPOT CUP,8,2010-05-12 15:21:00,0.85,12720,Germany,15
179,537212,21239,PINK  POLKADOT CUP,8,2010-05-12 15:21:00,0.85,12720,Germany,15
180,537212,POST,POSTAGE,4,2010-05-12 15:21:00,18.0,12720,Germany,15
181,537250,84030E,ENGLISH ROSE HOT WATER BOTTLE,4,2010-06-12 10:43:00,4.25,12708,Germany,10
182,537250,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",4,2010-06-12 10:43:00,4.95,12708,Germany,10
183,537250,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,2010-06-12 10:43:00,2.95,12708,Germany,10
184,537250,20675,BLUE POLKADOT BOWL,8,2010-06-12 10:43:00,1.25,12708,Germany,10
185,537250,21240,BLUE POLKADOT CUP,8,2010-06-12 10:43:00,0.85,12708,Germany,10
186,537250,20676,RED RETROSPOT BOWL,8,2010-06-12 10:43:00,1.25,12708,Germany,10
187,537250,21238,RED RETROSPOT CUP,8,2010-06-12 10:43:00,0.85,12708,Germany,10
188,537250,21242,RED RETROSPOT PLATE ,8,2010-06-12 10:43:00,1.69,12708,Germany,10
189,537250,21244,BLUE POLKADOT PLATE ,8,2010-06-12 10:43:00,1.69,12708,Germany,10
190,537250,22467,GUMBALL COAT RACK,6,2010-06-12 10:43:00,2.55,12708,Germany,10
191,537250,22082,RIBBON REEL STRIPES DESIGN ,10,2010-06-12 10:43:00,1.65,12708,Germany,10
192,537250,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,2010-06-12 10:43:00,2.95,12708,Germany,10
193,537250,21484,CHICK GREY HOT WATER BOTTLE,4,2010-06-12 10:43:00,3.45,12708,Germany,10
194,537250,POST,POSTAGE,1,2010-06-12 10:43:00,18.0,12708,Germany,10
195,C537333,22636,CHILDS BREAKFAST SET CIRCUS PARADE,-4,2010-06-12 12:00:00,8.5,12474,Germany,12
196,537594,84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,4,2010-07-12 12:28:00,12.75,12647,Germany,12
197,537594,84968A,SET OF 16 VINTAGE ROSE CUTLERY,2,2010-07-12 12:28:00,12.75,12647,Germany,12
198,537594,22846,BREAD BIN DINER STYLE RED ,4,2010-07-12 12:28:00,14.95,12647,Germany,12
199,537594,22847,BREAD BIN DINER STYLE IVORY,4,2010-07-12 12:28:00,14.95,12647,Germany,12
200,537594,47559B,TEA TIME OVEN GLOVE,20,2010-07-12 12:28:00,1.25,12647,Germany,12
201,537594,22244,3 HOOK HANGER MAGIC GARDEN,12,2010-07-12 12:28:00,1.95,12647,Germany,12
202,537594,22199,FRYING PAN RED RETROSPOT,24,2010-07-12 12:28:00,3.75,12647,Germany,12
203,537594,22200,FRYING PAN PINK POLKADOT,4,2010-07-12 12:28:00,4.25,12647,Germany,12
204,537594,21035,SET/2 RED RETROSPOT TEA TOWELS ,12,2010-07-12 12:28:00,2.95,12647,Germany,12
205,537594,22203,MILK PAN RED RETROSPOT,4,2010-07-12 12:28:00,3.75,12647,Germany,12
206,537594,22202,MILK PAN PINK POLKADOT,4,2010-07-12 12:28:00,3.75,12647,Germany,12
207,537594,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2010-07-12 12:28:00,1.65,12647,Germany,12
208,537594,22624,IVORY KITCHEN SCALES,2,2010-07-12 12:28:00,8.5,12647,Germany,12
209,537594,21789,KIDS RAIN MAC PINK,24,2010-07-12 12:28:00,0.85,12647,Germany,12
210,537594,21452,TOADSTOOL MONEY BOX,6,2010-07-12 12:28:00,2.95,12647,Germany,12
211,537594,21949,SET OF 6 STRAWBERRY CHOPSTICKS,12,2010-07-12 12:28:00,1.25,12647,Germany,12
212,537594,POST,POSTAGE,5,2010-07-12 12:28:00,18.0,12647,Germany,12
213,537673,21429,RED GINGHAM ROSE JEWELLERY BOX,10,2010-08-12 09:49:00,1.65,12709,Germany,9
214,537673,22467,GUMBALL COAT RACK,36,2010-08-12 09:49:00,2.1,12709,Germany,9
215,537673,22625,RED KITCHEN SCALES,24,2010-08-12 09:49:00,7.65,12709,Germany,9
216,537673,22627,MINT KITCHEN SCALES,6,2010-08-12 09:49:00,8.5,12709,Germany,9
217,537673,85049E,SCANDINAVIAN REDS RIBBONS,24,2010-08-12 09:49:00,1.25,12709,Germany,9
218,537673,20979,36 PENCILS TUBE RED RETROSPOT,32,2010-08-12 09:49:00,1.25,12709,Germany,9
219,537673,POST,POSTAGE,7,2010-08-12 09:49:00,18.0,12709,Germany,9
220,C537814,20703,BLUE PADDED SOFT MOBILE,-3,2010-08-12 13:43:00,4.25,12712,Germany,13
221,537892,POST,POSTAGE,1,2010-09-12 10:13:00,18.0,12481,Germany,10
222,537892,22468,BABUSHKA LIGHTS STRING OF 10,2,2010-09-12 10:13:00,6.75,12481,Germany,10
223,537892,22636,CHILDS BREAKFAST SET CIRCUS PARADE,2,2010-09-12 10:13:00,8.5,12481,Germany,10
224,537892,21918,SET 12 KIDS COLOUR  CHALK STICKS,24,2010-09-12 10:13:00,0.42,12481,Germany,10
225,537892,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,2010-09-12 10:13:00,1.25,12481,Germany,10
226,537892,22620,4 TRADITIONAL SPINNING TOPS,12,2010-09-12 10:13:00,1.25,12481,Germany,10
227,537892,22556,PLASTERS IN TIN CIRCUS PARADE ,12,2010-09-12 10:13:00,1.65,12481,Germany,10
228,537892,21156,RETROSPOT CHILDRENS APRON,8,2010-09-12 10:13:00,1.95,12481,Germany,10
229,537892,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,2010-09-12 10:13:00,2.95,12481,Germany,10
230,537892,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,2010-09-12 10:13:00,2.95,12481,Germany,10
231,537894,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,3,2010-09-12 10:16:00,4.95,12621,Germany,10
232,537894,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,6,2010-09-12 10:16:00,2.1,12621,Germany,10
233,537894,22972,CHILDREN'S SPACEBOY MUG,12,2010-09-12 10:16:00,1.65,12621,Germany,10
234,537894,22551,PLASTERS IN TIN SPACEBOY,24,2010-09-12 10:16:00,1.65,12621,Germany,10
235,537894,21680,WOODLAND  STICKERS,36,2010-09-12 10:16:00,0.85,12621,Germany,10
236,537894,22331,WOODLAND PARTY BAG + STICKER SET,24,2010-09-12 10:16:00,1.65,12621,Germany,10
237,537894,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,30,2010-09-12 10:16:00,2.95,12621,Germany,10
238,537894,22730,ALARM CLOCK BAKELIKE IVORY,12,2010-09-12 10:16:00,3.75,12621,Germany,10
239,537894,22727,ALARM CLOCK BAKELIKE RED ,12,2010-09-12 10:16:00,3.75,12621,Germany,10
240,537894,22725,ALARM CLOCK BAKELIKE CHOCOLATE,12,2010-09-12 10:16:00,3.75,12621,Germany,10
241,537894,22891,TEA FOR ONE POLKADOT,6,2010-09-12 10:16:00,4.25,12621,Germany,10
242,537894,17003,BROCADE RING PURSE ,36,2010-09-12 10:16:00,0.21,12621,Germany,10
243,537894,22585,PACK OF 6 BIRDY GIFT TAGS,12,2010-09-12 10:16:00,1.25,12621,Germany,10
244,537894,POST,POSTAGE,2,2010-09-12 10:16:00,18.0,12621,Germany,10
245,537995,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,8,2010-09-12 11:39:00,2.95,12712,Germany,11
246,537995,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,8,2010-09-12 11:39:00,8.5,12712,Germany,11
247,537995,20973,12 PENCIL SMALL TUBE WOODLAND,24,2010-09-12 11:39:00,0.65,12712,Germany,11
248,537995,21481,FAWN BLUE HOT WATER BOTTLE,6,2010-09-12 11:39:00,2.95,12712,Germany,11
